============================================================
  Logo Scraper Run -- 2026-06-04_09-47-05
============================================================

[09:47:22] Total colleges in 'colleges' folder : 1076
[09:47:22] Already completed (logos exist)         : 914
[12:37:32]     [1/16] Flag of Albuquerque, New Mexico.svg
[12:37:32]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Flag%20of%20Albuquerque%2C%20New%20Mexico.svg
[12:37:36]     Saved (element): Flag of Albuquerque, New Mexico.png
[12:37:36]     Crop: 135x102 -> 135x102 (padding=10px)
[12:37:36]     Waiting 3s...
[12:37:39]     [2/16] Flag of New Mexico.svg
[12:37:39]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Flag%20of%20New%20Mexico.svg
[12:37:53]     Saved (full page): Flag of New Mexico.png
[12:37:53]     Crop: 1920x1080 -> 1810x1080 (padding=10px)
[12:37:53]     Waiting 3s...
[12:37:56]     [3/16] Hodgin Hall (1904).jpg
[12:37:56]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Hodgin%20Hall%20%281904%29.jpg
[12:38:01]     Saved (element): Hodgin Hall (1904).png
[12:38:01]     Crop: 135x102 -> 135x102 (padding=10px)
[12:38:01]     Waiting 3s...
[12:38:04]     [4/16] Pit mainentrance.jpg
[12:38:04]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Pit%20mainentrance.jpg
[12:38:10]     Saved (element): Pit mainentrance.png
[12:38:10]     Crop: 135x102 -> 135x102 (padding=10px)
[12:38:10]     Waiting 3s...
[12:38:13]     [5/16] Question book-new.svg
[12:38:13]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Question%20book-new.svg
[12:38:30]     Saved (full page): Question book-new.png
[12:38:30]     Crop: 1920x1080 -> 1349x1056 (padding=10px)
[12:38:30]     Waiting 3s...
[12:38:33]     [6/16] UNM, Mesa Vista Hall.jpg
[12:38:33]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNM%2C%20Mesa%20Vista%20Hall.jpg
[12:38:38]     Saved (element): UNM, Mesa Vista Hall.png
[12:38:38]     Crop: 135x102 -> 135x102 (padding=10px)
[12:38:38]     Waiting 3s...
[12:38:41]     [7/16] University Stadium, Home of the Lobos.jpg
[12:38:41]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20Stadium%2C%20Home%20of%20the%20Lobos.jpg
[12:38:45]     Saved (element): University Stadium, Home of the Lobos.png
[12:38:45]     Crop: 135x102 -> 135x102 (padding=10px)
[12:38:45]     Waiting 3s...
[12:38:48]     [8/16] University of New Mexico.jpeg
[12:38:48]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20New%20Mexico.jpeg
[12:38:52]     Saved (element): University of New Mexico.png
[12:38:52]     Crop: 316x316 -> 316x316 (padding=10px)
[12:38:52]     Waiting 3s...
[12:38:55]     [9/16] University of New Mexico logo.svg
[12:38:55]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20New%20Mexico%20logo.svg
[12:38:58]     Saved (element): University of New Mexico logo.png
[12:38:58]     Crop: 135x102 -> 135x102 (padding=10px)
[12:38:58]     Waiting 3s...
[12:39:01]     [10/16] Unm carlislegym.jpg
[12:39:01]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Unm%20carlislegym.jpg
[12:39:05]     Saved (element): Unm carlislegym.png
[12:39:05]     Crop: 135x102 -> 135x102 (padding=10px)
[12:39:05]     Waiting 3s...
[12:39:08]     [11/16] Unm danesmithhall.jpg
[12:39:08]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Unm%20danesmithhall.jpg
[12:39:12]     Saved (element): Unm danesmithhall.png
[12:39:12]     Crop: 135x102 -> 135x102 (padding=10px)
[12:39:12]     Waiting 3s...
[12:39:15]     [12/16] Unm georgepearlhall.jpg
[12:39:15]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Unm%20georgepearlhall.jpg
[12:39:20]     Saved (element): Unm georgepearlhall.png
[12:39:20]     Crop: 135x102 -> 135x102 (padding=10px)
[12:39:20]     Waiting 3s...
[12:39:23]     [13/16] Unm humanities.jpg
[12:39:23]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Unm%20humanities.jpg
[12:39:27]     Saved (element): Unm humanities.png
[12:39:27]     Crop: 135x102 -> 135x102 (padding=10px)
[12:39:27]     Waiting 3s...
[12:39:30]     [14/16] Unm redondovillage.jpg
[12:39:30]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Unm%20redondovillage.jpg
[12:39:35]     Saved (element): Unm redondovillage.png
[12:39:35]     Crop: 135x102 -> 135x102 (padding=10px)
[12:39:35]     Waiting 3s...
[12:39:38]     [15/16] Unm zimmermanlibrary.jpg
[12:39:38]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Unm%20zimmermanlibrary.jpg
[12:39:42]     Saved (element): Unm zimmermanlibrary.png
[12:39:42]     Crop: 135x102 -> 135x102 (padding=10px)
[12:39:42]     Waiting 3s...
[12:39:45]     [16/16] William G. Tight (1901).jpg
[12:39:45]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/William%20G.%20Tight%20%281901%29.jpg
[12:39:49]     Saved (element): William G. Tight (1901).png
[12:39:49]     Crop: 176x212 -> 176x212 (padding=10px)
[12:39:49] 
  Saved 16/16 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\university of new mexico

  Progress: [####################################----] 984/1076 (91%)  total -- just finished: university of new mexico

[12:39:49] 
  Waiting 3s before next college...
[12:39:52] 
[This run: 131/162]
[12:39:52] 
==================================================
[12:39:52] COLLEGE: university of new orleans
[12:39:52] ==================================================
[12:39:52]   Searching API: university of new orleans
[12:39:53]   Found title: University of New Orleans
[12:39:55]   API returned 8 usable image filename(s)
[12:39:55]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\university of new orleans
[12:39:55]     [1/8] Ambox important.svg
[12:39:55]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Ambox%20important.svg
[12:40:09]     Saved (full page): Ambox important.png
[12:40:09]     Crop: 1920x1080 -> 50x49 (padding=10px)
[12:40:09]     Waiting 3s...
[12:40:12]     [2/8] Pontchartrain Hall.jpg
[12:40:12]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Pontchartrain%20Hall.jpg
[12:40:16]     Saved (element): Pontchartrain Hall.png
[12:40:16]     Crop: 135x102 -> 135x102 (padding=10px)
[12:40:16]     Waiting 3s...
[12:40:19]     [3/8] The University of New Orleans Research and Technology Park.jpg
[12:40:19]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/The%20University%20of%20New%20Orleans%20Research%20and%20Technology%20Park.jpg
[12:40:23]     Saved (element): The University of New Orleans Research and Technology Park.png
[12:40:23]     Crop: 135x102 -> 135x102 (padding=10px)
[12:40:23]     Waiting 3s...
[12:40:26]     [4/8] UNO Earl K.Long Library.jpg
[12:40:26]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNO%20Earl%20K.Long%20Library.jpg
[12:40:30]     Saved (element): UNO Earl K.Long Library.png
[12:40:30]     Crop: 135x102 -> 135x102 (padding=10px)
[12:40:30]     Waiting 3s...
[12:40:33]     [5/8] UNO University Center.png
[12:40:33]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNO%20University%20Center.png
[12:40:37]     Saved (element): UNO University Center.png
[12:40:37]     Crop: 135x102 -> 135x102 (padding=10px)
[12:40:37]     Waiting 3s...
[12:40:40]     [6/8] Univ. of New Orleans.jpg
[12:40:40]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Univ.%20of%20New%20Orleans.jpg
[12:40:44]     Saved (element): Univ. of New Orleans.png
[12:40:44]     Crop: 135x102 -> 135x102 (padding=10px)
[12:40:44]     Waiting 3s...
[12:40:47]     [7/8] University of New Orleans.svg
[12:40:47]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20New%20Orleans.svg
[12:40:50]     Saved (element): University of New Orleans.png
[12:40:50]     Crop: 135x102 -> 135x102 (padding=10px)
[12:40:50]     Waiting 3s...
[12:40:53]     [8/8] University of New Orleans vs. Houston Christian WBB 1-18-24 (49).jpg
[12:40:54]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20New%20Orleans%20vs.%20Houston%20Christian%20WBB%201-18-24%20%2849%29.jpg
[12:40:57]     Saved (element): University of New Orleans vs. Houston Christian WBB 1-18-24 (49).png
[12:40:57]     Crop: 135x102 -> 135x102 (padding=10px)
[12:40:57] 
  Saved 8/8 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\university of new orleans

  Progress: [####################################----] 985/1076 (92%)  total -- just finished: university of new orleans

[12:40:57] 
  Waiting 3s before next college...
[12:41:00] 
[This run: 132/162]
[12:41:01] 
==================================================
[12:41:01] COLLEGE: university of north carolina at asheville
[12:41:01] ==================================================
[12:41:01]   Searching API: university of north carolina at asheville
[12:41:02]   Found title: University of North Carolina at Asheville
[12:41:04]   API returned 5 usable image filename(s)
[12:41:04]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\university of north carolina at asheville
[12:41:04]     [1/5] Bieb.jpg
[12:41:04]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Bieb.jpg
[12:41:08]     Saved (element): Bieb.png
[12:41:08]     Crop: 135x102 -> 135x102 (padding=10px)
[12:41:08]     Waiting 3s...
[12:41:11]     [2/5] Overlook Castle in 1920.jpg
[12:41:11]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Overlook%20Castle%20in%201920.jpg
[12:41:16]     Saved (element): Overlook Castle in 1920.png
[12:41:16]     Crop: 135x102 -> 135x102 (padding=10px)
[12:41:16]     Waiting 3s...
[12:41:19]     [3/5] Unc asheville logo.png
[12:41:19]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Unc%20asheville%20logo.png
[12:41:23]     Saved (element): Unc asheville logo.png
[12:41:23]     Crop: 326x172 -> 326x172 (padding=10px)
[12:41:23]     Waiting 3s...
[12:41:26]     [4/5] Univ north carolina original seal.png
[12:41:26]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Univ%20north%20carolina%20original%20seal.png
[12:41:31]     Saved (element): Univ north carolina original seal.png
[12:41:31]     Crop: 135x102 -> 135x102 (padding=10px)
[12:41:31]     Waiting 3s...
[12:41:34]     [5/5] University of North Carolina at Asheville seal.png
[12:41:34]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20North%20Carolina%20at%20Asheville%20seal.png
[12:41:38]     Saved (element): University of North Carolina at Asheville seal.png
[12:41:40]     Crop: 316x316 -> 316x316 (padding=10px)
[12:41:40] 
  Saved 5/5 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\university of north carolina at asheville

  Progress: [####################################----] 986/1076 (92%)  total -- just finished: university of north carolina at asheville

[12:41:40] 
  Waiting 3s before next college...
[12:41:43] 
[This run: 133/162]
[12:41:43] 
==================================================
[12:41:43] COLLEGE: university of north carolina at chapel hill
[12:41:43] ==================================================
[12:41:43]   Searching API: university of north carolina at chapel hill
[12:41:45]   Found title: University of North Carolina at Chapel Hill
[12:41:47]   API returned 44 usable image filename(s)
[12:41:47]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\university of north carolina at chapel hill
[12:41:47]     [1/44] 2008-07-21 Lenoir Hall.jpg
[12:41:47]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/2008-07-21%20Lenoir%20Hall.jpg
[12:42:19]     Saved (element): 2008-07-21 Lenoir Hall.png
[12:42:19]     Crop: 135x102 -> 135x102 (padding=10px)
[12:42:19]     Waiting 3s...
[12:42:22]     [2/44] Andy Griffith-Neal-Remick.jpg
[12:42:22]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Andy%20Griffith-Neal-Remick.jpg
[12:42:26]     Saved (element): Andy Griffith-Neal-Remick.png
[12:42:26]     Crop: 644x832 -> 644x832 (padding=10px)
[12:42:26]     Waiting 3s...
[12:42:29]     [3/44] Blue Devil and Rameses.jpg
[12:42:29]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Blue%20Devil%20and%20Rameses.jpg
[12:42:33]     Saved (element): Blue Devil and Rameses.png
[12:42:33]     Crop: 286x228 -> 286x228 (padding=10px)
[12:42:33]     Waiting 3s...
[12:42:36]     [4/44] Brady astronaut.jpg
[12:42:36]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Brady%20astronaut.jpg
[12:42:40]     Saved (element): Brady astronaut.png
[12:42:40]     Crop: 135x102 -> 135x102 (padding=10px)
[12:42:40]     Waiting 3s...
[12:42:43]     [5/44] Brooke Baldwin on set in DC.jpg
[12:42:43]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Brooke%20Baldwin%20on%20set%20in%20DC.jpg
[12:42:47]     Saved (element): Brooke Baldwin on set in DC.png
[12:42:47]     Crop: 135x102 -> 135x102 (padding=10px)
[12:42:47]     Waiting 3s...
[12:42:50]     [6/44] Commencement Ceremony at Kenan Memorial Stadium.jpg
[12:42:50]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Commencement%20Ceremony%20at%20Kenan%20Memorial%20Stadium.jpg
[12:42:54]     Saved (element): Commencement Ceremony at Kenan Memorial Stadium.png
[12:42:54]     Crop: 135x102 -> 135x102 (padding=10px)
[12:42:54]     Waiting 3s...
[12:42:57]     [7/44] Dean Smith Center with game in session.JPG
[12:42:57]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Dean%20Smith%20Center%20with%20game%20in%20session.JPG
[12:43:00]     Saved (element): Dean Smith Center with game in session.png
[12:43:00]     Crop: 135x102 -> 135x102 (padding=10px)
[12:43:00]     Waiting 3s...
[12:43:03]     [8/44] Decrease Neutral.svg
[12:43:03]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Decrease%20Neutral.svg
[12:43:07]     Saved (element): Decrease Neutral.png
[12:43:07]     Crop: 135x102 -> 135x102 (padding=10px)
[12:43:07]     Waiting 3s...
[12:43:10]     [9/44] Dialectic and Philanthropic Societies.jpg
[12:43:10]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Dialectic%20and%20Philanthropic%20Societies.jpg
[12:43:14]     Saved (element): Dialectic and Philanthropic Societies.png
[12:43:14]     Crop: 135x102 -> 135x102 (padding=10px)
[12:43:14]     Waiting 3s...
[12:43:17]     [10/44] Flag of North Carolina.svg
[12:43:17]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Flag%20of%20North%20Carolina.svg
[12:43:32]     Saved (full page): Flag of North Carolina.png
[12:43:32]     Crop: 1920x1080 -> 760x510 (padding=10px)
[12:43:32]     Waiting 3s...
[12:43:35]     [11/44] Franklin Street Celebration.jpg
[12:43:35]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Franklin%20Street%20Celebration.jpg
[12:43:47]     Saved (element): Franklin Street Celebration.png
[12:43:47]     Crop: 135x102 -> 135x102 (padding=10px)
[12:43:47]     Waiting 3s...
[12:43:50]     [12/44] James Polk restored (cropped) (2).jpg
[12:43:50]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/James%20Polk%20restored%20%28cropped%29%20%282%29.jpg
[12:43:53]     Saved (element): James Polk restored (cropped) (2).png
[12:43:53]     Crop: 135x102 -> 135x102 (padding=10px)
[12:43:53]     Waiting 3s...
[12:43:56]     [13/44] Louis Round Wilson Library.JPG
[12:43:56]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Louis%20Round%20Wilson%20Library.JPG
[12:44:04]     Saved (element): Louis Round Wilson Library.png
[12:44:04]     Crop: 135x102 -> 135x102 (padding=10px)
[12:44:04]     Waiting 3s...
[12:44:07]     [14/44] LouiseFletcherOscar (cropped).jpg
[12:44:07]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/LouiseFletcherOscar%20%28cropped%29.jpg
[12:44:12]     Saved (element): LouiseFletcherOscar (cropped).png
[12:44:12]     Crop: 135x102 -> 135x102 (padding=10px)
[12:44:13]     Waiting 3s...
[12:44:16]     [15/44] Michael Jordan in 2014.jpg
[12:44:16]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Michael%20Jordan%20in%202014.jpg
[12:44:20]     Saved (element): Michael Jordan in 2014.png
[12:44:20]     Crop: 398x568 -> 398x568 (padding=10px)
[12:44:20]     Waiting 3s...
[12:44:23]     [16/44] Mick Mulvaney official photo.jpg
[12:44:23]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Mick%20Mulvaney%20official%20photo.jpg
[12:44:27]     Saved (element): Mick Mulvaney official photo.png
[12:44:27]     Crop: 135x102 -> 135x102 (padding=10px)
[12:44:27]     Waiting 3s...
[12:44:30]     [17/44] Morehead Planetarium.JPG
[12:44:30]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Morehead%20Planetarium.JPG
[12:44:34]     Saved (element): Morehead Planetarium.png
[12:44:34]     Crop: 135x102 -> 135x102 (padding=10px)
[12:44:34]     Waiting 3s...
[12:44:37]     [18/44] Nikole Hannah-Jones (42609588724) (cropped).jpg
[12:44:37]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Nikole%20Hannah-Jones%20%2842609588724%29%20%28cropped%29.jpg
[12:44:41]     Saved (element): Nikole Hannah-Jones (42609588724) (cropped).png
[12:44:41]     Crop: 135x102 -> 135x102 (padding=10px)
[12:44:41]     Waiting 3s...
[12:44:44]     [19/44] North Carolina Tar Heels logo.svg
[12:44:44]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/North%20Carolina%20Tar%20Heels%20logo.svg
[12:44:48]     Saved (element): North Carolina Tar Heels logo.png
[12:44:48]     Crop: 135x102 -> 135x102 (padding=10px)
[12:44:48]     Waiting 3s...
[12:44:51]     [20/44] Old East.jpg
[12:44:51]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Old%20East.jpg
[12:45:06]     Saved (element): Old East.png
[12:45:06]     Crop: 135x102 -> 135x102 (padding=10px)
[12:45:06]     Waiting 3s...
[12:45:09]     [21/44] Old Well UNC.jpg
[12:45:09]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Old%20Well%20UNC.jpg
[12:45:16]     Saved (element): Old Well UNC.png
[12:45:16]     Crop: 135x102 -> 135x102 (padding=10px)
[12:45:16]     Waiting 3s...
[12:45:19]     [22/44] Old Well in front of the South Building 2005.jpg
[12:45:19]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Old%20Well%20in%20front%20of%20the%20South%20Building%202005.jpg
[12:45:26]     Saved (element): Old Well in front of the South Building 2005.png
[12:45:26]     Crop: 135x102 -> 135x102 (padding=10px)
[12:45:26]     Waiting 3s...
[12:45:29]     [23/44] Robyn Gayle - UNC Tar Heels.jpg
[12:45:30]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Robyn%20Gayle%20-%20UNC%20Tar%20Heels.jpg
[12:45:38]     Saved (element): Robyn Gayle - UNC Tar Heels.png
[12:45:38]     Crop: 135x102 -> 135x102 (padding=10px)
[12:45:38]     Waiting 3s...
[12:45:41]     [24/44] RoyCooper2023.jpg
[12:45:41]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/RoyCooper2023.jpg
[12:45:46]     Saved (element): RoyCooper2023.png
[12:45:47]     Crop: 135x102 -> 135x102 (padding=10px)
[12:45:52]     Waiting 3s...
[12:45:55]     [25/44] School.svg
[12:45:55]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/School.svg
[12:46:01]     Saved (element): School.png
[12:46:01]     Crop: 135x102 -> 135x102 (padding=10px)
[12:46:01]     Waiting 3s...
[12:46:04]     [26/44] Silent Sam.jpg
[12:46:04]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Silent%20Sam.jpg
[12:46:10]     Saved (element): Silent Sam.png
[12:46:10]     Crop: 135x102 -> 135x102 (padding=10px)
[12:46:10]     Waiting 3s...
[12:46:13]     [27/44] South Building quad view.jpg
[12:46:13]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/South%20Building%20quad%20view.jpg
[12:46:22]     Saved (element): South Building quad view.png
[12:46:22]     Crop: 135x102 -> 135x102 (padding=10px)
[12:46:22]     Waiting 3s...
[12:46:25]     [28/44] Students walking through UNC campus.jpg
[12:46:25]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Students%20walking%20through%20UNC%20campus.jpg
[12:46:33]     Saved (element): Students walking through UNC campus.png
[12:46:33]     Crop: 135x102 -> 135x102 (padding=10px)
[12:46:33]     Waiting 3s...
[12:46:36]     [29/44] Symbol category class.svg
[12:46:36]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Symbol%20category%20class.svg
[12:46:53]     Saved (full page): Symbol category class.png
[12:46:54]     Crop: 1920x1080 -> 187x191 (padding=10px)
[12:46:54]     Waiting 3s...
[12:46:57]     [30/44] Symbol support vote.svg
[12:46:57]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Symbol%20support%20vote.svg
[12:47:10]     Saved (full page): Symbol support vote.png
[12:47:10]     Crop: 1920x1080 -> 187x191 (padding=10px)
[12:47:11]     Waiting 3s...
[12:47:14]     [31/44] The Davis Library, UNC Chapel Hill.JPG
[12:47:14]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/The%20Davis%20Library%2C%20UNC%20Chapel%20Hill.JPG
[12:47:29]     Saved (element): The Davis Library, UNC Chapel Hill.png
[12:47:29]     Crop: 135x102 -> 135x102 (padding=10px)
[12:47:29]     Waiting 3s...
[12:47:32]     [32/44] The Forest Theatre.JPG
[12:47:32]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/The%20Forest%20Theatre.JPG
[12:47:36]     Saved (element): The Forest Theatre.png
[12:47:36]     Crop: 135x102 -> 135x102 (padding=10px)
[12:47:36]     Waiting 3s...
[12:47:39]     [33/44] The Morehead Patterson Bell Tower.jpg
[12:47:39]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/The%20Morehead%20Patterson%20Bell%20Tower.jpg
[12:47:43]     Saved (element): The Morehead Patterson Bell Tower.png
[12:47:43]     Crop: 135x102 -> 135x102 (padding=10px)
[12:47:43]     Waiting 3s...
[12:47:46]     [34/44] Thomas Wolfe 1937 1 (cropped).jpg
[12:47:46]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Thomas%20Wolfe%201937%201%20%28cropped%29.jpg
[12:47:50]     Saved (element): Thomas Wolfe 1937 1 (cropped).png
[12:47:50]     Crop: 135x102 -> 135x102 (padding=10px)
[12:47:50]     Waiting 3s...
[12:47:53]     [35/44] UNC-6-1819.pdf
[12:47:53]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNC-6-1819.pdf
[12:47:56]     Saved (element): UNC-6-1819.png
[12:47:56]     Crop: 135x102 -> 135x102 (padding=10px)
[12:47:56]     Waiting 3s...
[12:47:59]     [36/44] UNC Health Care.JPG
[12:47:59]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNC%20Health%20Care.JPG
[12:48:03]     Saved (element): UNC Health Care.png
[12:48:03]     Crop: 135x102 -> 135x102 (padding=10px)
[12:48:03]     Waiting 3s...
[12:48:06]     [37/44] UNC Seal.JPG
[12:48:06]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNC%20Seal.JPG
[12:48:10]     Saved (element): UNC Seal.png
[12:48:10]     Crop: 135x102 -> 135x102 (padding=10px)
[12:48:10]     Waiting 3s...
[12:48:13]     [38/44] UNC chapel hill ram statue.jpg
[12:48:13]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNC%20chapel%20hill%20ram%20statue.jpg
[12:48:17]     Saved (element): UNC chapel hill ram statue.png
[12:48:17]     Crop: 135x102 -> 135x102 (padding=10px)
[12:48:17]     Waiting 3s...
[12:48:20]     [39/44] UNC field hockey with Bush.jpg
[12:48:20]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNC%20field%20hockey%20with%20Bush.jpg
[12:48:24]     Saved (element): UNC field hockey with Bush.png
[12:48:24]     Crop: 135x102 -> 135x102 (padding=10px)
[12:48:24]     Waiting 3s...
[12:48:27]     [40/44] UNC library flash mob rave.jpg
[12:48:27]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNC%20library%20flash%20mob%20rave.jpg
[12:48:31]     Saved (element): UNC library flash mob rave.png
[12:48:32]     Crop: 135x102 -> 135x102 (padding=10px)
[12:48:32]     Waiting 3s...
[12:48:35]     [41/44] Univ north carolina original seal.png
[12:48:35]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Univ%20north%20carolina%20original%20seal.png
[12:48:38]     Saved (element): Univ north carolina original seal.png
[12:48:38]     Crop: 135x102 -> 135x102 (padding=10px)
[12:48:38]     Waiting 3s...
[12:48:41]     [42/44] University of North Carolina at Chapel Hill logo, 2025.svg
[12:48:41]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20North%20Carolina%20at%20Chapel%20Hill%20logo%2C%202025.svg
[12:48:56]     Saved (full page): University of North Carolina at Chapel Hill logo, 2025.png
[12:48:57]     Crop: 1920x1080 -> 1920x618 (padding=10px)
[12:48:57]     Waiting 3s...
[12:49:00]     [43/44] University of North Carolina at Chapel Hill seal.svg
[12:49:00]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20North%20Carolina%20at%20Chapel%20Hill%20seal.svg
[12:49:17]     Saved (full page): University of North Carolina at Chapel Hill seal.png
[12:49:17]     Crop: 1920x1080 -> 114x113 (padding=10px)
[12:49:17]     Waiting 3s...
[12:49:20]     [44/44] William Rufus DeVane King 1839 portrait (cropped).jpg
[12:49:20]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/William%20Rufus%20DeVane%20King%201839%20portrait%20%28cropped%29.jpg
[12:50:04]     Saved (element): William Rufus DeVane King 1839 portrait (cropped).png
[12:50:04]     Crop: 135x102 -> 135x102 (padding=10px)
[12:50:04] 
  Saved 44/44 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\university of north carolina at chapel hill

  Progress: [####################################----] 987/1076 (92%)  total -- just finished: university of north carolina at chapel hill

[12:50:04] 
  Waiting 3s before next college...
[12:50:07] 
[This run: 134/162]
[12:50:07] 
==================================================
[12:50:07] COLLEGE: university of north carolina at charlotte
[12:50:07] ==================================================
[12:50:07]   Searching API: university of north carolina at charlotte
[12:50:09]   Found title: University of North Carolina at Charlotte
[12:50:11]   API returned 10 usable image filename(s)
[12:50:11]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\university of north carolina at charlotte
[12:50:11]     [1/10] Belktower.jpg
[12:50:11]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Belktower.jpg
[12:50:15]     Saved (element): Belktower.png
[12:50:15]     Crop: 135x102 -> 135x102 (padding=10px)
[12:50:15]     Waiting 3s...
[12:50:18]     [2/10] Conegrave.jpg
[12:50:19]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Conegrave.jpg
[12:50:22]     Saved (element): Conegrave.png
[12:50:22]     Crop: 135x102 -> 135x102 (padding=10px)
[12:50:22]     Waiting 3s...
[12:50:25]     [3/10] JRS Entrance 3.jpg
[12:50:25]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/JRS%20Entrance%203.jpg
[12:50:29]     Saved (element): JRS Entrance 3.png
[12:50:29]     Crop: 135x102 -> 135x102 (padding=10px)
[12:50:29]     Waiting 3s...
[12:50:32]     [4/10] UNCCNewQuad.jpg
[12:50:32]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNCCNewQuad.jpg
[12:50:36]     Saved (element): UNCCNewQuad.png
[12:50:36]     Crop: 135x102 -> 135x102 (padding=10px)
[12:50:36]     Waiting 3s...
[12:50:39]     [5/10] UNC Charlotte Center City Campus.jpg
[12:50:39]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UNC%20Charlotte%20Center%20City%20Campus.jpg
[12:50:43]     Saved (element): UNC Charlotte Center City Campus.png
[12:50:43]     Crop: 135x102 -> 135x102 (padding=10px)
