============================================================
  Logo Scraper Run -- 2026-06-04_13-56-27
============================================================

[13:56:29] Total colleges in 'colleges' folder : 1076
[13:56:29] Already completed (logos exist)         : 1002
| university of dubuque                                                            | Already Done         | --                                            | --         | --         |
| university of evansville                                                         | Already Done         | --                                            | --         | --         |
| university of florida                                                            | Already Done         | --                                            | --         | --         |
| university of georgia                                                            | Already Done         | --                                            | --         | --         |
| university of great falls                                                        | Already Done         | --                                            | --         | --         |
| university of guam                                                               | Already Done         | --                                            | --         | --         |
| university of hartford                                                           | Already Done         | --                                            | --         | --         |
| university of hawaii at manoa                                                    | Already Done         | --                                            | --         | --         |
| university of houston                                                            | Already Done         | --                                            | --         | --         |
| university of idaho                                                              | Already Done         | --                                            | --         | --         |
| university of ilinois at urbana-champaign                                        | Already Done         | --                                            | --         | --         |
| university of illinois at chicago                                                | Already Done         | --                                            | --         | --         |
| university of illinois at springfield                                            | Already Done         | --                                            | --         | --         |
| university of indianapolis                                                       | Already Done         | --                                            | --         | --         |
| university of iowa                                                               | Already Done         | --                                            | --         | --         |
| university of kansas                                                             | Already Done         | --                                            | --         | --         |
| university of kansas school of medicine                                          | Already Done         | --                                            | --         | --         |
| university of kentucky                                                           | Already Done         | --                                            | --         | --         |
| university of la verne                                                           | Already Done         | --                                            | --         | --         |
| university of louisville                                                         | Already Done         | --                                            | --         | --         |
| university of maine                                                              | Already Done         | --                                            | --         | --         |
| university of maine at farmington                                                | Already Done         | --                                            | --         | --         |
| university of maine at fort kent                                                 | Already Done         | --                                            | --         | --         |
| university of maine at machias                                                   | Already Done         | --                                            | --         | --         |
| university of maine system                                                       | Already Done         | --                                            | --         | --         |
| university of maryland - university college                                      | Already Done         | --                                            | --         | --         |
| university of maryland at baltimore                                              | Already Done         | --                                            | --         | --         |
| university of maryland at baltimore county                                       | Already Done         | --                                            | --         | --         |
| university of maryland at college park                                           | Already Done         | --                                            | --         | --         |
| university of massachusetts at amherst                                           | Already Done         | --                                            | --         | --         |
| university of massachusetts at dartmouth                                         | Already Done         | --                                            | --         | --         |
| university of massachusetts at lowell                                            | Already Done         | --                                            | --         | --         |
| university of massachusetts system                                               | Already Done         | --                                            | --         | --         |
| university of memphis                                                            | Already Done         | --                                            | --         | --         |
| university of miami                                                              | Already Done         | --                                            | --         | --         |
| university of michigan-ann arbor                                                 | Already Done         | --                                            | --         | --         |
| university of michigan-dearborn                                                  | Already Done         | --                                            | --         | --         |
| university of minnesota                                                          | Already Done         | --                                            | --         | --         |
| university of minnesota-crookston                                                | Already Done         | --                                            | --         | --         |
| university of minnesota-duluth                                                   | Already Done         | --                                            | --         | --         |
| university of minnesota-morris                                                   | Already Done         | --                                            | --         | --         |
| university of minnesota-twin cities                                              | Already Done         | --                                            | --         | --         |
| university of mississippi                                                        | Already Done         | --                                            | --         | --         |
| university of mississippi medical center                                         | Already Done         | --                                            | --         | --         |
| university of missouri system                                                    | Already Done         | --                                            | --         | --         |
| university of missouri-columbia                                                  | Already Done         | --                                            | --         | --         |
| university of missouri-kansas city                                               | Already Done         | --                                            | --         | --         |
| university of missouri-rolla                                                     | Already Done         | --                                            | --         | --         |
| university of missouri-saint louis                                               | Already Done         | --                                            | --         | --         |
| university of montana                                                            | Already Done         | --                                            | --         | --         |
| university of nebraska, kearney                                                  | Already Done         | --                                            | --         | --         |
| university of nebraska, lincoln                                                  | Already Done         | --                                            | --         | --         |
| university of nebraska, omaha                                                    | Already Done         | --                                            | --         | --         |
| university of nevada, las vegas                                                  | Already Done         | --                                            | --         | --         |
| university of nevada, reno                                                       | Already Done         | --                                            | --         | --         |
| university of new england                                                        | Already Done         | --                                            | --         | --         |
| university of new hampshire, durham                                              | Already Done         | --                                            | --         | --         |
| university of new haven                                                          | Already Done         | --                                            | --         | --         |
| university of new mexico                                                         | Already Done         | --                                            | --         | --         |
| university of new orleans                                                        | Already Done         | --                                            | --         | --         |
| university of north carolina at asheville                                        | Already Done         | --                                            | --         | --         |
| university of north carolina at chapel hill                                      | Already Done         | --                                            | --         | --         |
| university of north carolina at charlotte                                        | Already Done         | --                                            | --         | --         |
| university of north carolina at greensboro                                       | Already Done         | --                                            | --         | --         |
| university of north carolina at wilmington                                       | Already Done         | --                                            | --         | --         |
| university of north carolina system                                              | Already Done         | --                                            | --         | --         |
| university of north dakota                                                       | Already Done         | --                                            | --         | --         |
| university of north florida                                                      | Already Done         | --                                            | --         | --         |
| university of north texas                                                        | Already Done         | --                                            | --         | --         |
| university of north texas health science center                                  | Already Done         | --                                            | --         | --         |
| university of northern iowa                                                      | Already Done         | --                                            | --         | --         |
| university of notre dame                                                         | Already Done         | --                                            | --         | --         |
| university of oklahoma                                                           | Already Done         | --                                            | --         | --         |
| university of oregon                                                             | Already Done         | --                                            | --         | --         |
| university of pennsylvania                                                       | Already Done         | --                                            | --         | --         |
| university of phoenix                                                            | Already Done         | --                                            | --         | --         |
| university of pittsburgh                                                         | Already Done         | --                                            | --         | --         |
| university of san francisco                                                      | Already Done         | --                                            | --         | --         |
| university of sarasota                                                           | Already Done         | --                                            | --         | --         |
| university of science & arts of oklahoma                                         | Already Done         | --                                            | --         | --         |
| university of scranton                                                           | Already Done         | --                                            | --         | --         |
| university of sioux falls                                                        | Already Done         | --                                            | --         | --         |
| university of south alabama                                                      | Already Done         | --                                            | --         | --         |
| university of south carolina                                                     | Already Done         | --                                            | --         | --         |
| university of south carolina - aiken                                             | Already Done         | --                                            | --         | --         |
| university of south dakota                                                       | Already Done         | --                                            | --         | --         |
| university of south florida                                                      | Already Done         | --                                            | --         | --         |
| university of southern california                                                | Already Done         | --                                            | --         | --         |
| university of southern colorado                                                  | Already Done         | --                                            | --         | --         |
| university of southern indiana                                                   | Already Done         | --                                            | --         | --         |
| university of southern maine                                                     | Already Done         | --                                            | --         | --         |
| university of southern mississippi                                               | Already Done         | --                                            | --         | --         |
| university of southwestern louisiana                                             | Already Done         | --                                            | --         | --         |
| university of tampa                                                              | Already Done         | --                                            | --         | --         |
| university of tennessee, knoxville                                               | Already Done         | --                                            | --         | --         |
| university of tennessee, martin                                                  | Already Done         | --                                            | --         | --         |
| university of texas at arlington                                                 | Already Done         | --                                            | --         | --         |
| university of texas at austin                                                    | Already Done         | --                                            | --         | --         |
| university of texas at brownsville                                               | Already Done         | --                                            | --         | --         |
| university of texas at dallas                                                    | Already Done         | --                                            | --         | --         |
| university of texas at el paso                                                   | Already Done         | --                                            | --         | --         |
| university of texas at san antonio                                               | Already Done         | --                                            | --         | --         |
| university of texas at tyler                                                     | Already Done         | --                                            | --         | --         |
| university of texas health center at tyler                                       | Already Done         | --                                            | --         | --         |
| university of texas health science center at houston                             | Already Done         | --                                            | --         | --         |
| university of texas health science center at san antonio                         | Already Done         | --                                            | --         | --         |
| university of texas m.d. anderson cancer center                                  | Already Done         | --                                            | --         | --         |
| university of texas medical branch                                               | Already Done         | --                                            | --         | --         |
| university of texas southwestern medical center at dallas                        | Already Done         | --                                            | --         | --         |
| university of texas system                                                       | Already Done         | --                                            | --         | --         |
| university of texas-pan american                                                 | Already Done         | --                                            | --         | --         |
| university of the district of columbia                                           | Already Done         | --                                            | --         | --         |
| university of the ozarks                                                         | Already Done         | --                                            | --         | --         |
| university of the virgin islands                                                 | Already Done         | --                                            | --         | --         |
| university of toledo                                                             | Already Done         | --                                            | --         | --         |
| university of tulsa                                                              | Already Done         | --                                            | --         | --         |
| university of utah                                                               | Already Done         | --                                            | --         | --         |
| university of vermont                                                            | Already Done         | --                                            | --         | --         |
| university of virginia, charlottesville                                          | Already Done         | --                                            | --         | --         |
| university of washington                                                         | Already Done         | --                                            | --         | --         |
| university of west alabama                                                       | Already Done         | --                                            | --         | --         |
| university of west florida                                                       | Already Done         | --                                            | --         | --         |
| university of wisconsin system                                                   | Already Done         | --                                            | --         | --         |
| university of wisconsin-eau claire                                               | Already Done         | --                                            | --         | --         |
| university of wisconsin-green bay                                                | Already Done         | --                                            | --         | --         |
| university of wisconsin-lacrosse                                                 | Already Done         | --                                            | --         | --         |
| university of wisconsin-madison                                                  | Already Done         | --                                            | --         | --         |
| university of wisconsin-milwaukee                                                | Already Done         | --                                            | --         | --         |
| university of wisconsin-oshkosh                                                  | Already Done         | --                                            | --         | --         |
| university of wisconsin-parkside                                                 | Already Done         | --                                            | --         | --         |
| university of wisconsin-platteville                                              | Already Done         | --                                            | --         | --         |
| university of wisconsin-river falls                                              | Already Done         | --                                            | --         | --         |
| university of wisconsin-stevens point                                            | Already Done         | --                                            | --         | --         |
| university of wisconsin-stout                                                    | Already Done         | --                                            | --         | --         |
| university of wisconsin-superior                                                 | Already Done         | --                                            | --         | --         |
| university of wisconsin-whitewater                                               | Already Done         | --                                            | --         | --         |
| university of wyoming                                                            | Already Done         | --                                            | --         | --         |
| upper iowa university                                                            | Already Done         | --                                            | --         | --         |
| ursinus college                                                                  | Already Done         | --                                            | --         | --         |
| utah state university                                                            | Already Done         | --                                            | --         | --         |
| utah valley state college                                                        | Already Done         | --                                            | --         | --         |
| valdosta state university                                                        | Already Done         | --                                            | --         | --         |
| valley city state university                                                     | Already Done         | --                                            | --         | --         |
| valparaiso university                                                            | Already Done         | --                                            | --         | --         |
| vanderbilt university                                                            | Already Done         | --                                            | --         | --         |
| vassar college                                                                   | Already Done         | --                                            | --         | --         |
| vermont technical college                                                        | Already Done         | --                                            | --         | --         |
| villa julie college                                                              | Already Done         | --                                            | --         | --         |
| villanova university                                                             | Already Done         | --                                            | --         | --         |
| virginia commonwealth university                                                 | Already Done         | --                                            | --         | --         |
| virginia intermont college                                                       | Already Done         | --                                            | --         | --         |
| virginia military institute                                                      | Already Done         | --                                            | --         | --         |
| virginia polytechnic institute and state university                              | Already Done         | --                                            | --         | --         |
| virginia state university                                                        | Already Done         | --                                            | --         | --         |
| virginia wesleyan college                                                        | Already Done         | --                                            | --         | --         |
| wabash college                                                                   | Already Done         | --                                            | --         | --         |
| wake forest university                                                           | Already Done         | --                                            | --         | --         |
| walden university                                                                | Already Done         | --                                            | --         | --         |
| walla walla college                                                              | Already Done         | --                                            | --         | --         |
| warren wilson college                                                            | Already Done         | --                                            | --         | --         |
| wartburg college                                                                 | Already Done         | --                                            | --         | --         |
| washburn university                                                              | Already Done         | --                                            | --         | --         |
| washington & lee university                                                      | Already Done         | --                                            | --         | --         |
| washington college                                                               | Already Done         | --                                            | --         | --         |
| washington state university                                                      | Already Done         | --                                            | --         | --         |
| washington state university at tri-cities                                        | Already Done         | --                                            | --         | --         |
| washington state university at vancouver                                         | Already Done         | --                                            | --         | --         |
| washington university, saint louis                                               | Already Done         | --                                            | --         | --         |
| wayne state university                                                           | Already Done         | --                                            | --         | --         |
| waynesburg college                                                               | Already Done         | --                                            | --         | --         |
| weber state university                                                           | Already Done         | --                                            | --         | --         |
| webster university                                                               | Already Done         | --                                            | --         | --         |
| wellesley college                                                                | Already Done         | --                                            | --         | --         |
| wells college                                                                    | Already Done         | --                                            | --         | --         |
| wentworth institute of technology                                                | Already Done         | --                                            | --         | --         |
| wesley college                                                                   | Already Done         | --                                            | --         | --         |
| wesleyan university                                                              | Already Done         | --                                            | --         | --         |
| west chester university of pennsylvania                                          | Already Done         | --                                            | --         | --         |
| west coast university                                                            | Already Done         | --                                            | --         | --         |
| west georgia college                                                             | Already Done         | --                                            | --         | --         |
| west liberty state college                                                       | Already Done         | --                                            | --         | --         |
| west texas a&m university                                                        | Already Done         | --                                            | --         | --         |
| west virginia university                                                         | Already Done         | --                                            | --         | --         |
| west virginia university at parkersburg                                          | Already Done         | --                                            | --         | --         |
| western carolina university                                                      | Already Done         | --                                            | --         | --         |
| western connecticut state university                                             | Already Done         | --                                            | --         | --         |
| western illinois university                                                      | Already Done         | --                                            | --         | --         |
| western kentucky university                                                      | Already Done         | --                                            | --         | --         |
| western maryland college                                                         | Already Done         | --                                            | --         | --         |
| western michigan university                                                      | Already Done         | --                                            | --         | --         |
| western montana college                                                          | Already Done         | --                                            | --         | --         |
| western new england college                                                      | Already Done         | --                                            | --         | --         |
| western new mexico university                                                    | Already Done         | --                                            | --         | --         |
| western state college                                                            | Already Done         | --                                            | --         | --         |
| western washington university                                                    | Already Done         | --                                            | --         | --         |
| westfield state college                                                          | Already Done         | --                                            | --         | --         |
| westminster college                                                              | Already Done         | --                                            | --         | --         |
| westminster college of salt lake city                                            | Already Done         | --                                            | --         | --         |
| westminster theological seminary                                                 | Already Done         | --                                            | --         | --         |
| westmont college                                                                 | Already Done         | --                                            | --         | --         |
| wheaton college                                                                  | Already Done         | --                                            | --         | --         |
| wheeling jesuit college                                                          | Already Done         | --                                            | --         | --         |
| whitman college                                                                  | Already Done         | --                                            | --         | --         |
| whittier college                                                                 | Already Done         | --                                            | --         | --         |
| whitworth college                                                                | Already Done         | --                                            | --         | --         |
| wichita state university                                                         | Already Done         | --                                            | --         | --         |
| widener university                                                               | Already Done         | --                                            | --         | --         |
| wilberforce university                                                           | Already Done         | --                                            | --         | --         |
| wilkes university                                                                | Already Done         | --                                            | --         | --         |
| willamette university                                                            | Already Done         | --                                            | --         | --         |
| william howard taft university                                                   | Already Done         | --                                            | --         | --         |
| william jewell college                                                           | Already Done         | --                                            | --         | --         |
| william mitchell college of law                                                  | Already Done         | --                                            | --         | --         |
| william paterson college                                                         | Already Done         | --                                            | --         | --         |
| william penn college                                                             | Already Done         | --                                            | --         | --         |
| william woods university                                                         | Already Done         | --                                            | --         | --         |
| williams college                                                                 | Already Done         | --                                            | --         | --         |
| wilmington college                                                               | Already Done         | --                                            | --         | --         |
| winona state university                                                          | Already Done         | --                                            | --         | --         |
| winthrop university                                                              | Already Done         | --                                            | --         | --         |
| wittenberg university                                                            | Already Done         | --                                            | --         | --         |
| wofford college                                                                  | Already Done         | --                                            | --         | --         |
| woodbury university                                                              | Already Done         | --                                            | --         | --         |
| worcester polytechnic institute                                                  | Already Done         | --                                            | --         | --         |
| wright state university                                                          | Already Done         | --                                            | --         | --         |
| xavier university of louisiana                                                   | Already Done         | --                                            | --         | --         |
| yale university                                                                  | Already Done         | --                                            | --         | --         |
| yeshiva university                                                               | Already Done         | --                                            | --         | --         |
| york college of pennsylvania                                                     | Already Done         | --                                            | --         | --         |
| youngstown state university                                                      | Already Done         | --                                            | --         | --         |
| dakota wesleyan university                                                       | Success              | Dakota Wesleyan University                    | 9          | 9          |
| dallas baptist university                                                        | Success              | Dallas Baptist University                     | 5          | 5          |
| dana college                                                                     | Success              | Dana College                                  | 4          | 4          |
| illinois benedictine college                                                     | Success              | Benedictine University                        | 10         | 10         |
| ohio state university, columbus                                                  | Success              | Ohio State University                         | 53         | 53         |
| pomona college                                                                   | Success              | Pomona College                                | 47         | 47         |
| portland state university                                                        | Success              | Portland State University                     | 33         | 33         |
| prairie view a&m university                                                      | Success              | Prairie View A&M University                   | 12         | 12         |
| pratt institute                                                                  | Success              | Pratt Institute                               | 23         | 23         |
| presbyterian college                                                             | Success              | Presbyterian College                          | 8          | 8          |
| princeton university                                                             | Success              | Princeton University                          | 47         | 47         |
| providence college                                                               | Success              | Providence College                            | 12         | 12         |
| purdue university north central                                                  | Success              | Purdue University Northwest                   | 5          | 5          |
| quincy university                                                                | Success              | Quincy University                             | 7          | 7          |
| saint michael's college                                                          | Success              | Saint Michael's College                       | 10         | 10         |
| university of northern colorado                                                  | Success              | University of Northern Colorado               | 6          | 6          |
| university of pittsburgh at johnstown                                            | Success              | University of Pittsburgh at Johnstown         | 19         | 19         |
| university of portland                                                           | Success              | University of Portland                        | 11         | 11         |
